Structure_ID,SMILES
51,O=C(NCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CN
131,O=C(NCCCN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CNC
27,NCCCN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1304,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)Oc3nnc(cc3)-c4cnc(cc4O)-c5cn(nc5)C
1368,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4cc(c(cc4O)-c5cc[nH]c(c5)=O)F
1456,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CC2)Oc3nnc(cc3)-c4cnc(cc4O)-c5cn(nc5)C
116,O=C(NCCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CNC
1592,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)N(C)c3nnc(nc3)-c4ccc(cc4O)-c5cc(n(cc5)C)=O
541,O/N=C/C(=O)NCCCCCNc1c2ccccc2nc3CCCCc13
1689,CCC(N)Cc1cc(c(cc1OC)CCCCCC)OC
147,O=C(NCCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CN
1078,Fc1cc2N(C(C3(CC3)c2cc1)=O)Cc4cnc(nc4N[C@H]5CC[C@@H](CC5)O)N6CC(CC6)N
1433,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4cc(c(cc4O)-c5cc[nH]c(c5)=O)F
1603,F[C@H]1[C@H](C[C@@]2(CC[C@]1(N2)C)C)N(C)c3nnc(cn3)-c4ccc(cc4O)-c5cn[nH]c5
160,NCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
201,CN(C)CCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1503,F[C@@H]1[C@@H](C[C@]2(CC[C@@]1(N2)C)C)N(C)c3nnc(cn3)-c4ccc(cc4O)-c5cn[nH]c5
1161,OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CCN2CCN(CC2)CC(O)CN3c4ccccc4Sc5ccc(cc35)C(F)(F)F
304,[nH]1ccc2c3n(c(nc3cnc12)CO)[C@H]4CC[C@@H](CC4)CC#N
955,O=C(Cc1nc2cnc3[nH]ccc3c2n1[C@H]4CC[C@@H](CC4)CC#N)NCC(C)(C)O
1164,OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CCNCC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1147,OC(CN1CCN(CC1)CC(O)=O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1338,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc6nncn6cc5
1070,NCc1cc2nc(n(c2cc1)CCC(C)C)CN3c4ccccc4C5(CC5)C3=O
1163,N(CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F)CC[C@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO
1525,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn6cnnc6cc5
1158,OC(CN1CCN(CC1)CC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)C(O)=O
562,Clc1ccc(cc1)C2CC(=NN2C(=O)CCC(O)=O)c3c(c4ccccc4[nH]c3=O)-c5ccc(cc5)Cl
1165,N1CCC2(CC1)NC(N(C2=O)CC(O)CN3c4ccccc4Sc5ccc(cc35)C(F)(F)F)=O
1583,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn6cnnc6cc5
1079,Fc1cc2N(C(C3(CC3)c2cc1)=O)Cc4nc5cc(ccc5n4CCCC(F)(F)F)CN
305,[nH]1ccc2c3n(c(nc3cnc12)[C@H](O)C)[C@H]4CC[C@@H](CC4)CC#N
1579,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc6nncn6cc5
1130,N1CCC2(CC1)NC(N(C2=O)CCCN3c4ccccc4Sc5ccc(cc35)C(F)(F)F)=O
184,NCCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
36,C([n+1]1ccc(cc1)/C=N/O)[n+1]2ccc(cc2)/C=N/O
1162,OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CCN(C)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1459,n1nc(ccc1-n2cc(nc2)C[N+1](C)(C)C)OCc3c(nnn3-c4ccc(cc4)C(F)F)C
1699,CCC(N)Cc1cc(c(cc1OC)COCCC)OC
123,N1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1120,OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CCN(C)CC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1160,OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CCN2CCN(CC2)CCCN3c4ccccc4Sc5ccc(cc35)C(F)(F)F
1559,n1nc(ccc1-n2cc(nc2)C(O)=O)OCc3c(nnn3-c4ccc(cc4)C(F)F)C
1124,O=C1NC(NC12CCN(CC2)CCCN3c4ccccc4Sc5ccc(cc35)C(F)(F)F)=O
1601,F[C@@H]1[C@@H](C[C@]2(CCC[C@@]1(N2)C)C)Oc3nnc(cc3)-c4cc5c(cc4O)n(ccc5=O)C
185,N1CCN(CC1)CCCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1378,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc6nccn6cc5
13,Cc1cc(cc(c1)C(=O)N(NC(=O)c2cccc(c2CC)OC)C(CCC)C(C)(C)C)C
1150,OC[C@@H](O)CN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1484,F[C@H]1[C@H](C[C@@]2(CCC[C@]1(N2)C)C)Oc3nnc(cc3)-c4cc5c(cc4O)n(ccc5=O)C
1004,OCCN1CCN(CC1)c2nc(nc(c2)Nc3sc(cn3)C(=O)Nc4c(nccc4Cl)C)C
1076,NCc1cc2nc(n(c2cc1)CCC(C)C)CN3C(C(c4ccccc34)(F)F)=O
1611,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(sc5)C
1616,O=c1n(cc(cc1N2C(c3c(n(c(n3)-c4cnc(nc4OC)OC)C(C)C)[C@@H]2c5ccc(cc5)Cl)=O)Cl)C
1123,O=C(CN1CCN(CC1)CC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)NC[C@H](O)CO
1561,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(sc5)C
1486,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4cc(c(cc4O)-c5cc(n(cc5)C)=O)F
1129,OC(CN1CCN(CC1)CCOCC(O)=O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1565,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc[nH]n5
1677,COCCCc1cc(c(cc1OC)CC(N)C)OC
35,C(CNC(C)=O)N1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
699,O[C@@H](C(F)(F)F)c1cncc(c1)-c2nc3c(C(N(C3(C)C)c4cnn(c4)CC(F)F)=O)c(c2)C
568,OC1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1170,O=C(N)NCC1CCN(CC1)CC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1593,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5sc(cc5)C
480,O=C(Cc1ccc(cc1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@@H](C)CO
481,O=C(Cc1ccc(cn1)Cl)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@H](C)CO
482,O=C(Cc1ccc(cc1)Cl)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO
483,O=C(Cn1cc(cn1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5ncncc45)C(C)(C)CO
485,O=C(Cn1nnc(c1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5ncncc45)[C@H](C)CO
486,O=C(Cc1ccc(cn1)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
487,O=C(Cn1nc(cc1C)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO
488,O=C(Cn1ccc(n1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
489,O=C(Cc1ccc(cn1)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@H](C)CO
490,O=C(Cn1ccc(n1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@H](C)CO
491,O=C(Cn1nc(cc1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5nc(ncc45)N)C(C)(C)CO
492,O=C(Cn1nnc(c1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5ncncc45)C(C)(C)C
494,O=C(Cn1nnc(c1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@H](C)CO
495,O=C(Cn1nc(cc1C)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@H](C)CO
496,O=C(Cc1ccc(cn1)Cl)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
498,O=C(Cn1nnc(c1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
501,O=C(Cn1nnc(c1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)C
505,O=C(Cc1ccc(cc1)Cl)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)[C@@H](C)CO
508,O=C(Cn1nc2ccccc2n1)Nc3cncc(c3)C(=O)c4cn(c5ncncc45)[C@@H](C)CO
510,O=C(Cn1cc(cn1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5ncncc45)C(C)CO
512,O=C(Cn1ccc(n1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO
513,O=C(Cn1nnc(c1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5ncncc45)C(C)(C)CO
514,O=C(Cn1nnc(c1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO
515,O=C(Cc1ccc(cn1)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)CO
516,O=C(Cn1nc(cc1C)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
517,O=C(Cc1ccc(cc1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
518,O=C(Cc1ccc(cc1)Cl)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
519,O=C(Cc1ccc(cc1F)F)Nc2cncc(c2)C(=O)c3cn(c4nc(ncc34)N)C(C)(C)CO
520,O=C(Cn1nc2ccccc2n1)Nc3cncc(c3)C(=O)c4cn(c5nc(ncc45)N)C(C)(C)CO
524,O=C(Cc1ccc(cc1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO
103,O=C(NCCN1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CNC
830,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)CCC(=O)c2[nH]ccc2
1365,Oc1cc(ccc1-c2nnc(cc2)O[C@H]3C[C@@H]4C[C@H](C[C@H](C3)N4)F)-c5cn[nH]c5
1692,CC(C)CCCc1cc(c(cc1OC)CC(N)C)OC
1536,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc6nccn6cc5
1159,OCCOCCOCCN1CCN(CC1)CC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
105,CN(C)CCN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1499,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5coc(c5)C
1430,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(n(cc5)CF)=O
1676,NCCc1cc(c(c(c1)OC)SCCCCC(F)(F)F)OC
1464,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(n(cc5)C)=O
521,O=C(Cn1nnc(c1)C2CC2)Nc3cncc(c3)C(=O)c4cn(c5nc(ncc45)N)C(C)(C)CO
953,[nH]1ccc2c3n(c(nc3cnc12)-c4nc[nH]c4)[C@H]5CC[C@@H](CC5)CC#N
1327,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5coc(c5)C
1323,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5ncn(c(c5)=O)C
1421,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5sc(cc5)C
1685,CCC(N)Cc1cc(c(cc1OC)SCCCCC(F)(F)F)OC
1569,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4cc(c(cc4O)-c5cc(n(cc5)C)=O)F
1478,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc[nH]n5
802,CC[C@@]1(c2c[nH]nc2NC=3CC(CC(C1=3)=O)(C)C)c4ccccc4
93,CN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)Cl
511,O=C(Cc1ccc(cn1)Cl)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO
475,[nH]1ccc2c3n(c(nc3cnc12)C)[C@H]4CC[C@@H](CC4)CC#N
1154,OCCOCCOCCN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
148,FC(F)(F)c1cc2N(c3ccccc3Sc2cc1)CCCN4CCN(CC4)C
1156,OC(CN1CCN(CC1)C)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1155,FC(F)(F)c1cc2N(c3ccccc3Sc2cc1)CCCCN4CCCCC4
1623,FCCCCCSc1cc(c(cc1OC)CC(N)C)OC
1142,FC(F)(F)c1cc2N(c3ccccc3Sc2cc1)CCCCN4CCN(CC4)C
1336,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(n(cc5)CF)=O
1152,OC(=O)C1(CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)O
1169,OC(CN1CCC(CC1)CNS(=O)(=O)N)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
497,O=C(Cn1ccc(n1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)C
1665,CCC(N)Cc1cc(c(cc1OC)SCCCCC)OC
1535,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn6ccnc6cc5
1069,Fc1cc2N(C(C3(CC3)c2cc1)=O)Cc4nc5cc(ccc5n4CCCN6CCC(CC6)S(=O)(=O)C)Cl
939,NC1=NON/C1=C(N=O)\Nc2ccc(c(c2)Cl)F
1352,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn6ccnc6cc5
1167,O=C(CN1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)N[C@@H](CO)C(=O)N
1708,CCC(N)Cc1cc(c(cc1OC)CCOCC)OC
1618,FCCCCCSc1cc(c(cc1OC)CCN)OC
891,Brc1cc(ccc1F)NC(=N/O)\c2nonc2OCCNS(=O)(=O)N
1168,O=S(=O)(N)NCC1CCN(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
86,N1CCC(CC1)CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1441,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(n(cc5)C)=O
504,O=C(Cn1cc(cn1)C(F)(F)F)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)C
1546,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(nnc5)C
661,C[C@@]1(c2c[nH]nc2NC=3CC(CC(C1=3)=O)(C)C)c4ccccc4
1533,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5ncn(c(c5)=O)C
1326,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(nnc5)C
1547,F[C@H]1[C@H](C[C@@]2(CCC[C@]1(N2)C)C)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(n(cc5)C)=O
1324,F[C@H]1[C@H](C[C@@]2(CCC[C@]1(N2)C)C)Oc3nnc(cc3)-c4ccc(cc4O)-c5ncn(c(c5)=O)C
1584,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CC2)N(C)c3nnc(nc3)-c4ccc(cc4O)-c5cn[nH]c5
1524,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5oc(cc5)C
1568,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4cc5ccc(nc5cc4O)C(=O)NC
571,FC(F)(F)c1cc2N(c3ccccc3Sc2cc1)CCCN4CCCCC4
1594,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn6cncc6cc5
1697,FCCCCCCc1cc(c(cc1OC)CC(N)CC)OC
1548,F[C@@H]1[C@@H](C[C@]2(CCC[C@@]1(N2)C)C)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(n(cc5)C)=O
1617,NC(C)Cc1cc(c(cc1OC)SCCCCC)OC
1153,OCCN(CCO)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F
1590,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn6cncc6cc5
1543,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)N(C)c3nnc(nc3)-c4ccc(cc4O)-c5cn[nH]c5
1598,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4cc5ccc(nc5cc4O)C(=O)NC
1127,O=C1NC(NC12CCN(CC2)CC(O)CN3c4ccccc4Sc5ccc(cc35)C(F)(F)F)=O
1399,F[C@@H]1[C@@H](C[C@]2(CCC[C@@]1(N2)C)C)Oc3nnc(cc3)-c4ccc(cc4O)-c5ncn(c(c5)=O)C
1703,FCCCCCSc1cc(c(cc1OC)CC(N)CC)OC
1308,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)N(C)c3nnc(cn3)-c4cc5oc(cc5cc4O)C(=O)N(C)C
73,OCCN1CCN(CC1)c2nc(nc(c2)Nc3sc(cn3)C(=O)Nc4c(cccc4Cl)C)C
1567,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CC2)N(C)c3nnc(nc3)-c4cc5oc(cc5cc4OCOC)C(=O)N(C)C
1438,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn[nH]c5
1362,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)Oc3nnc(cc3)-c4cc5ccc(nc5cc4O)C(=O)NC
1704,CCC(N)Cc1cc(c(c(c1)OC)SCCCC)OC
1505,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CC2)N(C)c3nnc(cn3)-c4cc5oc(cc5cc4O)C(=O)N(C)C
1126,OCCN1CCN(CC1)CC(O)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1487,F[C@@H]1[C@@H](C[C@]2(CCC[C@@]1(N2)C)C)Oc3nnc(cc3)-c4cc5ccc(nc5cc4O)C(=O)NC
1436,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cc(cnc5)C
1409,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4cc(c(cc4O)-c5cn[nH]c5)F
1411,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn[nH]c5
1498,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4cc(c(cc4O)-c5cn[nH]c5)F
970,O=C(NCCc1ccc(cc1)OC)[C@@H]2C[C@@H](CN2Cc3ccccc3Cl)NCc4ccc(cc4)[N+1]([O-1])=O
1714,NCCc1cc(c(c(c1)OC)SCCCC)OC
1348,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5ccnnc5
130,O=c1n(n(c2nc(ncc12)Nc3ccc(cc3)N4CCN(CC4)C)-c5nc(ccc5)C(C)(C)O)CC=C
1138,OC(CN1CCC(CC1)CNS(=O)(=O)C)CN2c3ccccc3Sc4ccc(cc24)C(F)(F)F
1450,F[C@H]1[C@H](C[C@@]2(CCC[C@]1(N2)C)C)Oc3nnc(cc3)-c4cc5ccc(nc5cc4O)C(=O)NC
1389,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)N(C)c3nnc(cn3)-c4ccc(cc4O)-c5cn[nH]c5
1671,O=C(N)c1cccc(c1)-c2nnc(cc2)OCc3c(nnn3C)-c4ccc(cn4)C(F)F
1166,OC(CN1CCC2(CC1)CNC(N2)=O)CN3c4ccccc4Sc5ccc(cc35)C(F)(F)F
1570,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)N(C)c3nnc(nc3)-c4cc5oc(cc5cc4OCOC)C(=O)N(C)C
1462,F[C@@H]1[C@@H](C[C@@H]2N[C@H]1CCC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn(c(o5)=O)C
1119,FC(F)(F)c1cc2N(c3ccccc3Sc2cc1)CCCN4CCN(CC4)CCOCC(O)=O
535,O/N=C/C(=O)NCC1CCN(CC1)Cc2ccccc2
1331,F[C@H]1[C@H](C[C@H]2N[C@@H]1CCC2)Oc3nnc(cc3)-c4cc5ccn(c(c5cc4O)=O)C
1476,F[C@H]1[C@H](C[C@H]2N[C@@H]1CC2)Oc3nnc(cc3)-c4ccc(cc4O)-c5cn[nH]c5
