Molecule ChEMBL ID,Standard Value,Smiles
CHEMBL4060453,1.0,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O
CHEMBL4060880,26.0,O=c1cc(SCc2ccccn2)nc2ccccn12
CHEMBL4061248,12000000.0,COc1ccc(Cc2nn3c([C@@H](CCC(O)c4ccccc4)[C@H](C)O)nc(C)c3c(=O)[nH]2)cc1O
CHEMBL4061493,2.8,CC(C)Oc1cc2c(O[C@@H]3CCCNC3)ccnc2cc1C(N)=O
CHEMBL4061773,83000000.0,CC(C)(C)C[C@@H]1NC(=O)CN(CCCc2ccc(F)cc2F)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cscn2)NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@@H](Cc2ccccc2)NC1=O
CHEMBL4061793,2.0,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F
CHEMBL4061801,13.9,COc1cc2c(OC[C@H]3NC(=O)[C@H](C)[C@H]3C)nccc2cc1C(N)=O
CHEMBL4061890,5.8,COc1cc2c(OC[C@@H]3CCC(=O)N3)ccnc2cc1C(N)=O
CHEMBL4062325,3.0,CN(C/C=C\CN)C[C@H]1O[C@@H](n2cnc3c(N(C)C)ncnc32)[C@H](O)[C@@H]1O
CHEMBL4062345,29.3,O=C1COc2ccc(N3CCOC[C@H]3c3ccccc3)cc2N1
CHEMBL4062397,41500004.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)cc3)nc(CO)c2c(=O)[nH]1
CHEMBL4062780,9.0,CC1(C)CN2CCC[C@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1
CHEMBL4062970,3.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)NCC[N+](C)(C)C)cc2)C1)c1cccc2ccccc12.[Cl-]
CHEMBL4063115,2.5,Cc1cc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)ccn1
CHEMBL4063590,90000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4ncn(C)c4c3)C[C@@H]2c2cnccc21
CHEMBL4063606,14.0,C[C@]1(O)CCN(c2c(C#N)c(C(F)(F)F)nc3cc[nH]c23)C1
CHEMBL4063658,62.0,CN(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1
CHEMBL4063836,1.0,NC/C=C\CN(CCF)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL4063837,29.0,CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21
CHEMBL4064010,26.0,N#Cc1cccc(COc2cc(=O)n3c(n2)COC[C@H]3Cc2ccccc2)c1
CHEMBL4064492,27000000.0,CN1C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)NC(=O)CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@@H]1Cc1cscn1
CHEMBL4064661,10.5,CC(C)Oc1cc2c(OC[C@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL4064700,5.0,Cc1nc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)sc1F
CHEMBL4065038,2.0,O=S(=O)(Nc1ncns1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F
CHEMBL4065088,5.0,CN(C/C=C\CN)C[C@H]1O[C@@H](n2cnc3cncnc32)[C@@H]2OC(C)(C)O[C@@H]21
CHEMBL4065122,15.1,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1
CHEMBL4065198,5.0,Cc1ccnc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1
CHEMBL4065741,32.0,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCCN2CCCC3)cc1F
CHEMBL4065858,3.4,O=C1N[C@](c2ccc(N3CCOCC3)cc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl
CHEMBL4065950,12000000.0,Cc1nn2c(-c3c(C=O)nn(C)c3-c3ccc(C(F)(F)F)cn3)nc(C)c2c(=O)[nH]1
CHEMBL4066259,500000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)CCO4)C[C@@H]2c2cnccc21
CHEMBL4066349,520000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2cnccc21
CHEMBL4066430,5000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)c(CO)c3)nc(CO)c2c(=O)[nH]1
CHEMBL4066705,14.2,CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@@H]1F
CHEMBL4066731,4.0,O=c1cc(OCc2cccc(Cl)c2)nc2n1[C@H](Cc1ccccc1)COC2
CHEMBL4067701,7000000.0,O=C1CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](Cc2cscn2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)N1
CHEMBL4068896,3.5,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1
CHEMBL4069220,27.7,O=[N+]([O-])c1cn2c(n1)O[C@@H](COc1ccc(-c3ccc(F)cc3)nc1)CC2
CHEMBL4069631,89.5,CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1
CHEMBL4069698,240000000.0,Cc1nc(-c2cnn3c2CN(CC2CCCC2)CC3)c2c(=O)[nH]cnn12
CHEMBL4069753,140000000.0,COc1ccc(Cc2nn3c([C@@H](CCCc4ccccc4)[C@H](C)O)nc(C)c3c(=O)[nH]2)cc1OC
CHEMBL4069911,25000000.0,COc1ccc(Cc2nn3c([C@@H](CCC(O)c4ccccc4)[C@H](C)O)nc(C)c3c(=O)[nH]2)cc1OC
CHEMBL4070214,41.0,N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1
CHEMBL4070442,3.5,C[C@]1(O)CCN(c2nc(N3C[C@H](O)[C@@H](O)C3)cc(C(F)(F)F)c2C#N)C1
CHEMBL4070515,10.5,COc1cc2c(OC[C@H]3NC(=O)C[C@H]3C)nccc2cc1C(N)=O
CHEMBL4070562,4.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)N[C@H](CCCCN)C(=O)O)cc2)C1)c1cccc2ccccc12
CHEMBL4070615,431000000.0,C[C@H]1[C@H]2C(=O)N(C)c3ccncc3[C@H]2CN1S(=O)(=O)c1ccc2c(c1)OCO2
CHEMBL4070758,10000000.0,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)[C@H]2CCCN2C1=O
CHEMBL4070766,9000000.0,O=C1CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)N1
CHEMBL4070952,7.0,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@H]2OC(C)(C)O[C@H]21
CHEMBL4071033,230000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)cc3)nc(C(F)F)c2c(=O)[nH]1
CHEMBL4071212,4.56,N#Cc1c(-c2cccs2)nc(SCc2cccc(CC(=O)O)c2)[nH]c1=O
CHEMBL4071447,7.9,O=C(Nc1ccc(F)cn1)c1cc(Oc2cncc(F)c2)cn2cnnc12
CHEMBL4071526,10.4,COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)nccc2cc1C(N)=O
CHEMBL4071600,3.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)NCCCN3CCC(C(=O)O)CC3)cc2)C1)c1cccc2ccccc12
CHEMBL4072240,5.84,N#Cc1c(-c2cccs2)nc(SCc2cccc(-c3nnn[nH]3)c2)[nH]c1=O
CHEMBL4072424,22.0,O=c1cc(OCCC2CC2)nc2n1[C@H](Cc1ccccc1)COC2
CHEMBL4072818,167.0,O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1
CHEMBL4072950,214.0,C[C@@H](N[C@H]1CCN(c2ccc(S(N)(=O)=O)cc2)C1)c1cccc2ccccc12
CHEMBL4073250,10.6,CCOc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL4073286,580000000.0,O=S(=O)(c1ccc2c(c1)OCO2)N1C[C@@H]2c3ccccc3-n3ccnc3[C@@H]2C1
CHEMBL4073293,9.0,Cc1cnc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)s1
CHEMBL4073390,101000000.0,Cc1cc([C@](C)(O)C#Cc2cc3c(cc2F)C2CC(C2)n2cc(C(N)=O)nc2-3)no1
CHEMBL4073465,539.5,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C/C=C\CNC(=O)OC(C)(C)C)C2CC2)[C@H]2OC(C)(C)O[C@H]21
CHEMBL4073680,3.0,CC(C)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@@H](O)[C@H]1O
CHEMBL4073753,49000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(Cl)cc3)nc(CO)c2c(=O)[nH]1
CHEMBL4074358,136.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)NC(CO)(CO)CO)cc2)C1)c1cccc2ccccc12
CHEMBL4074359,2.0,O=S(=O)(Nc1ccncn1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F
CHEMBL4074575,5400000.0,Cc1nn2c(-c3c(CO)nn(C)c3-c3ccc(C(F)(F)F)cn3)nc(CO)c2c(=O)[nH]1
CHEMBL4074873,690000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4occc4c3)C[C@@H]2c2cnccc21
CHEMBL4074956,250000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4ocnc4c3)C[C@@H]2c2cnccc21
CHEMBL4075381,30000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)c(CO)c3)nc(C)c2c(=O)[nH]1
CHEMBL4075552,11.7,COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@H]34)nccc2cc1C(N)=O
CHEMBL4076008,9.7,CCCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL4076338,12.0,CCOC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2c(C)nc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL4076399,12000000.0,COc1cc(Cc2nn3c([C@@H](CCC(O)c4ccccc4)[C@@H](C)O)nc(C)c3c(=O)[nH]2)ccc1O
CHEMBL4076642,130000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)c(C)c3)nc(CO)c2c(=O)[nH]1
CHEMBL4076748,150000000.0,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1
CHEMBL4076773,76000000.0,CC(C)(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CN(CCCc2ccc(F)cc2F)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cscn2)NC1=O
CHEMBL4076912,15.8,COc1cc2c(OC[C@H]3NC(=O)[C@@H](C)[C@H]3C)nccc2cc1C(N)=O
CHEMBL4076947,16.0,Cc1cc(Nc2nccc3nc(-c4c(Cl)cc(C#N)cc4Cl)[nH]c23)ncn1
CHEMBL4077017,62000000.0,CC(C)(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](COCc2ccccc2)NC(=O)CN(CCCc2ccc(F)cc2F)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cscn2)NC1=O
CHEMBL4077034,4.1,Cc1cc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)ccn1
CHEMBL4077126,280000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)c(C)c3)nc(C)c2c(=O)[nH]1
CHEMBL4077717,22.0,Cc1cccc(COc2cc(=O)n3c(n2)COC[C@H]3Cc2ccccc2)n1
CHEMBL4077859,73.0,C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1
CHEMBL4077939,160000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)cn3)nc(C)c2c(=O)[nH]1
CHEMBL4077994,5600000.000000001,COc1ccc(Cc2nn3c([C@@H](CC(O)C(O)c4ccccc4)[C@@H](C)O)nc(C)c3c(=O)[nH]2)cc1OC
CHEMBL4078293,25.65,O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(OC(F)(F)F)cc1)C2
CHEMBL4078482,6.8,CCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL4078598,12000000.0,O=C1CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](CCCc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)N1
CHEMBL4078647,7.0,O=c1cc(OCc2cccc(Cl)c2)nc2ccc(Oc3cccnc3)cn12
CHEMBL4078800,40000000.0,CN1C(=O)[C@H](CCCc2ccccc2)NC(=O)CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](Cc2cscn2)N(C)C(=O)[C@H]1Cc1ccccc1
CHEMBL4079080,21.0,O=C(O[C@H](CO)C(F)(F)F)N1C[C@@H]2[C@H](C1)[C@H]2c1ccn(-c2ccc(F)cc2)n1
CHEMBL4079243,12.5,COC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12
CHEMBL4079303,14.0,COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)c(OC)n1
CHEMBL4079960,523.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12
CHEMBL4080100,11.0,CC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL4080264,130000000.0,COCc1nc(-c2c(C)nn(C)c2-c2ccc(C(F)(F)F)cc2)n2nc(C)[nH]c(=O)c12
CHEMBL4080553,2.0,O=S(=O)(Nc1ncc(F)s1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F
CHEMBL4080878,28.0,Cc1ccc(OC2CCN(c3c(C#N)cnc4ccc(F)cc34)CC2)cn1
CHEMBL4081034,66000000.0,CC(C)(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cscn2)NC1=O
CHEMBL4081351,10000000.0,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CN(CCc2ccccc2)C(=O)[C@H]2CCCN2C1=O
CHEMBL4081711,9.6,CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12
CHEMBL4082125,7.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)N(C)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)cc2)C1)c1cccc2ccccc12
CHEMBL4082190,180000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2cc(O)ccc21
CHEMBL4082684,280000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCC4)C[C@@H]2c2cnccc21
CHEMBL4082930,11.0,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCCN2C[C@@H](F)C3)cc1F
CHEMBL4083655,14.2,COc1cc2c(OC[C@@H]3CCC(=O)N3)cccc2cc1C(N)=O
CHEMBL4083687,450000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2ccccc21
CHEMBL4083844,9.3,CC1(C)O[C@@H]2[C@H](O1)[C@@H](CN(C/C=C\CN)CCF)O[C@H]2n1cnc2c(N)ncnc21
CHEMBL408398,2400000.0,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCC(=O)NCCN(CC(N)=O)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
CHEMBL4084041,11.0,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@@H](O)[C@H]1O
CHEMBL4084050,11000000.0,CCc1ccn2ccnc2c1N1CCCN([C@@H](CC(N)=O)C2CCN(C(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)CC1
CHEMBL4084107,79000000.0,COCc1nc(-c2c(C)nn(C)c2-c2ccc(C(F)(F)F)cc2)n2c1c(=O)[nH]c(C)[n+]2[O-]
CHEMBL4084228,13.5,COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C)[C@@H]43)nccc2cc1C(N)=O
CHEMBL4084769,5.2,Cc1cccc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)n1
CHEMBL4084835,10000000.0,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CN(CCCc2ccc(F)cc2F)C(=O)[C@H]2CCCN2C1=O
CHEMBL4085119,490000000.0,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc(F)c(Cl)c3)C[C@@H]2c2cnccc21
CHEMBL4085199,16.3,COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@@H]4C)nccc2cc1C(N)=O
CHEMBL4085520,7.2,CCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL4085572,26.0,Cc1csc(COc2cc(=O)n3c(n2)COC[C@H]3Cc2ccccc2)n1
CHEMBL4085780,179.5,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1
CHEMBL4085803,11000000.0,COc1ccc(-c2[nH]nc(C)c2-c2nc(C)c3c(=O)[nH]c(C)nn23)cn1
CHEMBL4085864,18000000.0,Cc1nc(-c2cnn3c2CN(CC2CCCC2O)CC3)c2c(=O)[nH]cnn12
CHEMBL4086045,2.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)NCCn3cnc(C(=O)O)c3C(=O)O)cc2)C1)c1cccc2ccccc12
CHEMBL4086143,255000000.0,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1
CHEMBL4086336,186.0,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OC(C)(C)C)[C@H]2OC(C)(C)O[C@H]21
CHEMBL4086486,2.0,O=S(=O)(Nc1ncns1)c1cc(F)c(NCC23CCCN2CCC3)cc1F
CHEMBL4086495,26.0,O=c1cc(OCc2cccc(Cl)c2)nc2n1CCCC2
CHEMBL4087164,0.4,CCn1cc(-c2cc3c(-c4cccc(N5CCC[C@@H](N)C5)n4)n[nH]c3cn2)cn1
CHEMBL4087167,23.0,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CC(F)(F)C3)cc1F
CHEMBL4087189,19.0,COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cn1
CHEMBL4087972,12.0,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OCc2ccccc2)[C@@H](O)[C@H]1O
CHEMBL4088142,5000002.5,Cc1nn2c(-c3c(CO)nn(C)c3-c3ccc(C(F)(F)F)cc3)nc(CO)c2c(=O)[nH]1
CHEMBL4088306,21000000.0,COc1ccc(Cc2nn3c([C@@H](CCC(O)c4ccccc4)[C@@H](C)O)nc(C)c3c(=O)[nH]2)cc1OC
CHEMBL4088896,0.1,C[C@H](CN1CCOCC1)n1/c(=N\C(N)=O)[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc21
CHEMBL4088926,48000000.0,CC(C)(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)NC(=O)CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC1=O
CHEMBL4089073,16.0,O=c1cc(OCc2cccc(Cl)c2)nc2ccccn12
CHEMBL4089114,11.55,O=C(Nc1ccc(F)cn1)c1cc(Oc2cncc(F)c2)cn2ncnc12
CHEMBL4089245,86.0,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1
CHEMBL4089619,11.4,CC(C)Oc1cc2c(O[C@@H]3CCCNC3)nccc2cc1C(N)=O
CHEMBL4089847,38000000.0,CC(C)(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC2CCCCC2)NC(=O)CN(CCCc2ccc(F)cc2F)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cscn2)NC1=O
CHEMBL4090571,17000000.0,Cc1nn2c(-c3c(CO)nn(C)c3-c3ccc(C(F)(F)F)c(C)c3)nc(CO)c2c(=O)[nH]1
CHEMBL4090712,25.0,CC(C)(C)C[C@@H]1COCc2nc(OCc3cccc(C#N)c3)cc(=O)n21
CHEMBL4090731,13.0,CC1(C)CN2CCC[C@@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1
CHEMBL4091434,17.9,CC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12
CHEMBL4091618,6.8,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C/C=C\CN)CCO)[C@H]2OC(C)(C)O[C@H]21
CHEMBL4091620,28.0,CC(C)C[C@@H]1COCc2nc(OCc3cccc(C#N)c3)cc(=O)n21
CHEMBL4091635,10000000.0,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O
CHEMBL4091805,10.0,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C/C=C\CN)C2CC2)[C@@H](O)[C@H]1O
CHEMBL4091870,63000000.0,Cc1nn2c(-c3c(CO)nn(C)c3-c3ccc(C(F)(F)F)cc3)nc(C(F)F)c2c(=O)[nH]1
CHEMBL4091950,5.0,C[C@@H](N[C@H]1CCN(c2ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc2)C1)c1cccc2ccccc12
CHEMBL4092338,10.7,CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL4092377,4.0,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)NCCS(=O)(=O)O)cc2)C1)c1cccc2ccccc12
CHEMBL4092379,6.0,Cc1csc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)n1
CHEMBL4092421,300000000.0,CCC(C)(C)C(=O)N(O)Cc1ccccc1
CHEMBL4092521,2.8,Cc1cccc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)n1
CHEMBL4092633,349500000.0,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3C[C@H](N)CC[C@@]32C)[C@@H]2CC[C@H]([C@H](C)CCCNCCCCNc3ccnc4cc(Cl)ccc34)[C@@]12C
CHEMBL4092771,17.0,CCCCCCCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@H]2OC(C)(C)O[C@H]21
CHEMBL4092829,100000000.0,Cc1nn2c(-c3c(C)n[nH]c3-c3ccc(C(F)(F)F)cc3)nc(C(F)F)c2c(=O)[nH]1
CHEMBL4093120,9.9,COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)nccc2cc1C(N)=O
CHEMBL4093549,17000000.0,Cc1nn2c(-c3c(C)nn(C)c3-c3ccc(C(F)(F)F)cn3)nc(CO)c2c(=O)[nH]1
CHEMBL4093915,140000000.0,CN1C(=O)[C@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@H]2c2cnccc21
CHEMBL4094256,4.0,O=c1cc(OCc2cccc(Cl)c2)nc2n1[C@@H](Cc1ccccc1)COC2
CHEMBL4094657,11.0,CNCCCCc1c(-c2cc(C)cc(C)c2)cnc2ccc(-c3cncc(O)c3)cc12
CHEMBL4094738,16.0,C[C@@H](N[C@H]1CCN(c2ccc(S(=O)(=O)NCC(=O)O)cc2)C1)c1cccc2ccccc12
CHEMBL4094751,5500000.0,Cc1nn2c(-c3c(CO)nn(C)c3-c3ccc(C(F)(F)F)c(CO)c3)nc(C)c2c(=O)[nH]1
CHEMBL4094846,2.0,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC23CCCN2CCC3)cc1F
CHEMBL4095003,167500000.0,N#Cc1ccc2c(c1)[nH]c(=O)n2[C@H]1C[C@H](c2nnc(-c3ccncn3)n2-c2ccccc2Cl)C1
CHEMBL4095278,5000000.0,Cc1nn2c(-c3c(C)n[nH]c3-c3ccc(O)nc3)nc(C)c2c(=O)[nH]1
CHEMBL4095883,29.0,Cn1c(C#N)ccc1-c1ccc(O)cc1F
CHEMBL4095982,7600000.0,COc1ccc(-c2c(-c3nc(CO)c4c(=O)[nH]c(C)nn34)c(C)nn2C)cn1
CHEMBL4096035,11000000.0,COc1ccc(Cc2nn3c([C@@H](CCC(O)c4ccccc4)[C@@H](C)O)nc(C)c3c(=O)[nH]2)cc1O
CHEMBL4096341,10.15,Cc1ncn(-c2ccc(C(=O)N[C@H]3[C@H]4CC[C@H]3N(c3ncc(Cl)c5cnoc35)C4)c(Cl)c2)n1
CHEMBL4096619,18000000.0,O=C1CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)N1
CHEMBL4096663,24.0,Cc1cccc(COc2cc(=O)n3cc(Oc4cccnc4)ccc3n2)n1
CHEMBL4096948,110000000.0,COc1ccc(Cc2nn3c([C@@H](CCC(=O)c4ccccc4)[C@@H](C)O)nc(C)c3c(=O)[nH]2)cc1OC
