Structure_ID,SMILES
499,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(ccc5)S(F)(F)(F)(F)F
340,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2Cl)OC)C(=O)N[C@H]3[C@H]([C@@H]4C[C@H]3CC4)C(=O)NCC5(CCC5)C)C
468,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)Nc3cc(ccc3C(=O)NCC4(CCC4)C)Cl)C
845,O=S(C)(C)=Nc1nccc(c1Cl)Sc2cnc(cn2)N3CCC4(CC3)CO[C@H]([C@H]4N)C
152,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)N[C@@H]3CC[C@@H]3C(=O)Nc4cc(c(cc4)F)C(F)(F)F)C
386,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5ccc(cc5)S(F)(F)(F)(F)F
385,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(c(c5)F)C(O)=O
862,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)-c3cc(ccc3)CCC(O)=O)Cl)N
641,O=C(CCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)N[C@@H](CCCCNC(=O)[C@@H](N)CCCCN)C(=O)OC
732,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)C3CCC(CC3)CCCO)Cl)N
754,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)C3CCC(CC3)CCC(O)=O)Cl)N
831,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)N
887,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3Cl)CCCN)N
508,O=C([C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(=O)N)Nc5cc(c(cc5)F)C(F)(F)F
234,C1CC(CCCN1c2nc(c(cc2C(=O)Nc3ccnc(c3)S(=O)(=O)N)Cl)C)(F)F
432,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(cc(c5)OC)C(F)(F)F
132,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)Br)O[C@H]5CC[C@H](CC5)C(O)=O
298,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5ccc(c(c5)OC(F)(F)F)F
396,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2CCC[C@H]2NC(=O)c3cc(c(cc3OC)F)-c4cc(ccc4)CC(O)=O
436,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(nc5)/C=C/C(O)=O
417,OC(=O)[C@]1(CC[C@@H](CC1)Cc2cc(c(cc2F)OC)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)NCC5(CCC5)C)C
450,OC(=O)[C@@]1(C[C@@H](C1)Oc2cc(c(cc2C#N)OC)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)NCC5(CCC5)C)C
310,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(ccc5)Cl
797,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCC(=O)N4CCN(C[C@@H]4C(=O)OC)CCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)N
628,O=C(NCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl
630,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)OCCO)Cl)N
653,O=C(CCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)N[C@@H](Cc4ccccc4)C(O)=O
761,O=C(NCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCc1ccc(c(c1)Cl)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl
112,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(c(c5)OC)C(O)=O
111,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)Nc3ccc(cc3C(=O)NCC4(CCC4)C)C)C
199,Cc1cc(cc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)O[C@H]5CC[C@H](CC5)C(O)=O)C(F)(F)F
430,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(c(cc5)C)C(F)(F)F
418,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2CCC[C@H]2NC(=O)c3cc(c(cc3OC)F)-c4ccc(cc4)CC(O)=O
208,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)Nc3ccccc3C(=O)NCC4(CCC4)C)C
391,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(nc5)OCC(O)=O
622,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCNC(=O)[C@@H](N)Cc4ccncc4)N
626,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCC(O)=O)Cl)N
775,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCN)N
789,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCC(=O)N(C)[C@@H](CCCCN)C(=O)OC)N
159,Fc1cc(cc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)O[C@H]5CC[C@H](CC5)C(O)=O)C(F)(F)F
289,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cccc(c5)OC(F)(F)F
150,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)C)O[C@H]5CC[C@H](CC5)C(O)=O
292,Brc1ccc(cc1)/C=C/C(=O)N2CCN(CC2)C(=O)c3ccc4OC(Oc4c3)(F)F
412,C(c1ccc(cc1)-c2c(sc(c2C)CC(C)C)S(=O)(=O)NC(=O)OC)n3ccnc3Cl
605,N#Cc1sc2CN(C[C@H](c2c1C)c3cccc(c3-c4cn(nc4C(F)(F)F)CC)F)C(=O)C=C
645,Nc1ncc(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCNC(=O)[C@@H](N)CCN(C)C
659,CCSc1ncc(cn1)CN2CCN(CC2)c3nc4ccccc4o3
664,CN(C)C/C=C/C(=O)N1Cc2sc(cc2[C@@H](C1)c3ccccc3-c4cn(nc4C(F)(F)F)CC)Cl
712,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCC(=O)N4CCN(C[C@H]4C(=O)OC)CCCN)N
127,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5cnn(c5)CC(O)=O
435,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)C#N)-c5ccc(cc5)OCC(O)=O
186,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)OCCCCCCC(O)=O
506,O=C([C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(c(cc5)F)C(F)(F)F
164,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2Cl)F)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)NCC5(CCC5)C)C
110,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(nc5)C6CC6C(O)=O
218,O=C(N1CCN(CC1)C(=O)/C=C/c2ccc(cc2)Cl)c3ccc4OC(Oc4c3)(F)F
232,N=S(=O)(C)c1cccc(c1)NC(=O)c2c(nc(c(c2)C(F)(F)F)C)N3CCC(CCC3)(F)F
404,Cc1cc2c3nnc(n3c(nc2c(c1)[C@@H](C)Nc4ccc(nc4C(O)=O)Cl)C56CC(C5)(C6)C#N)C
600,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc4CC(COc4c3)C(=O)NCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)Cl)N
661,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCC(=O)N4CCNC[C@@H]4C(=O)OC)N
676,Nc1nc(cnc1Sc2cccc(c2Cl)N=S3(CCCC3)=O)N4CCC5(CC4)Cc6ccccc6[C@H]5N
149,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2NC(=O)c4cc(c(cc4OC)F)OCCCCC(O)=O
431,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(ccc5)C(F)(F)F
142,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(c(cc5)C#N)C(F)(F)F
223,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)N[C@@H]3COC[C@@H]3C(=O)Nc4cc(c(cc4)F)C(F)(F)F)C
474,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)Cc5cnn(c5)CC(O)=O
377,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(c(cc5)F)C(F)(F)F
561,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)Nc5cc(ccc5)S(=O)(=O)C(F)(F)F)C
694,O=C(CCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)N[C@@H](Cc4ccc(cc4)O)C(=O)OC
872,O=C(CCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)N[C@@H](CCCCN)c4[nH]nnn4
852,CCOc1cc2ncnc(c2cc1)-c3cc(c(cc3)C(O)=O)C4CCCC4
387,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(cc5)C[C@H](N(C)C)C(O)=O
426,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cc(cc(c5)C#N)C(F)(F)F
189,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)Nc3cccc(c3C(=O)NCC4(CCC4)C)Cl)C
568,Fc1ccc(cc1)[C@@H](CC)NC(=O)c2cc(cs2)-c3cn4nc(nc4c(c3)C(=O)N[C@@H](C)CC)N
602,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCNC(=O)[C@H](N)Cc4ccncc4)N
783,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCOC(=O)CCN(C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)Cl)N
816,O=C(CCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)N[C@@H](CCCCNC(=O)[C@H](CCC(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC
892,O=C1N[C@@H]2C[C@H]1C[C@H]2c3ccc(cc3)-c4cc(cc5cc(ccc45)-c6ccc(cc6)C(F)(F)F)C(O)=O
181,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)Nc3ccccc3C(=O)NCC(C)(C)C)C
277,O=C([C@H]1[C@H]2C[C@H](CC2)[C@H]1NC(=O)c3cc(c(cc3OC)F)O[C@H]4CC[C@H](CC4)C(O)=O)Nc5cccc(c5F)OC(F)(F)F
440,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)-c5ccc(cc5)C[C@@H](N(C)C)C(O)=O
550,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)Nc5cc(ccc5)S(=O)(=O)C(F)(F)F)F
738,Nc1nc(c(nc1C(=O)NC(=N)NCCCCc2ccc(cc2)-c3sc(cn3)CCC(O)=O)Cl)N
808,O=C(NCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCc1cc(c(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)C
401,Cc1nccn1Cc2ccc(cc2)-c3c(sc(c3C)CC(C)C)S(=O)(=O)NC(=O)OC
118,O=S(=O)(C(F)(F)F)c1ccc(cc1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)O[C@H]5CC[C@H](CC5)C(O)=O
369,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)NCC(CC)CC)C
502,O=C([C@H]1CC(C[C@H]1NC(=O)c2cc(c(cc2OC)F)O[C@H]3CC[C@H](CC3)C(O)=O)(F)F)Nc4cc(c(cc4)F)C(F)(F)F
866,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCC(=O)N(C)[C@H](CCCCN)c4[nH]nnn4)N
711,O=C(CCc1ccc(cc1)-c2ccc(cc2)CCCCNC(=N)NC(=O)c3nc(c(nc3N)N)Cl)NCc4cc(cc(c4)OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
851,Nc1nc(c(nc1Cl)C(=O)NC(=N)NCCCCc2ccc(cc2)-c3ccc(cc3)CCCNC(=O)[C@@H](N)CCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)N
114,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)F)C(=O)N[C@H]3[C@H]([C@H]4C[C@@H]3CC4)C(=O)NCC5(CCC5)C)C
302,Nc1nc2cc(c(cc2c3c1cnn3C)C(=O)N(C)C4COCc5cc(ccc45)C#C)F
324,Nc1nc2cc(c(cc2c3c1cnn3C)C(=O)N(C)C4COc5cc(ccc45)C#C)F
457,OC(=O)[C@@]1(CC[C@@H](CC1)Oc2cc(c(cc2F)OC)C(=O)Nc3c(cc(cc3C(=O)NCC4(CCC4)C)C)C)C
492,O=S(=O)(C(F)(F)F)c1cccc(c1)NC(=O)[C@H]2[C@H]3C[C@H](CC3)[C@H]2NC(=O)c4cc(c(cc4OC)F)OCCCCCC(O)=O
